pdb_id,mean_ηr,mean_Ω,std_ηr,len
1BDN.cif,0.9452299448595918,61.8133690800993,0.026269447860521974,39.53897013534625
1BF4.cif,0.8327073232704583,115.32302134806011,0.16523437083301437,29.368256295448354
1BGB.cif,0.8538982807652177,112.64380295471186,0.05790787431871196,32.62090726206016
1BHM.cif,0.9499529181183287,32.532966636580575,0.016235675108390742,38.2896824809398
1BJD.cif,0.9261305482564486,38.84985720895974,0.02364422532262963,35.53417124662266
1BNA.cif,0.928759750976211,46.79940003399755,0.028028172682581096,39.21291037036866
1BNK.cif,0.917853463670805,105.94922072354463,0.04438005387096578,43.37931011135167
1BNZ.cif,0.7827022556465165,190.7332882288976,0.10315603564497236,30.58736986517222
1BPS.cif,0.8322621414384753,190.05874271037789,0.06894876932053366,32.810827815903586
1BPX.cif,0.7760630993169344,216.09702742326436,0.08997639139084396,49.08292876161296
1BQJ.cif,0.8802132228481785,75.49018049064378,0.10473064057229906,26.021217659817815
1BSS.cif,0.8851594260767766,115.12595669381406,0.06286805846005292,33.188527664929424
1BUT.cif,0.7464496273061818,134.9615923445467,0.13640771754708414,33.23265919415155
1BX5.cif,0.9327398038349798,68.76652794078186,0.030395485803279165,33.08580241435802
1BY4.cif,0.9264551277052686,47.74701315211374,0.04430160682302154,98.46817736783335
1C0Y.cif,0.9303012174784051,101.30002991724645,0.04721292031092548,38.96021480255476
1C2Q.cif,0.8088616682963877,184.62317442955168,0.039199888186558215,32.34567357950236
1C32.cif,0.7795716188265239,52.17955144208241,0.1251789701516523,18.63346158991952
1C35.cif,0.7793235796494086,50.90106701441965,0.12225564132245091,18.743256686244838
1C7U.cif,0.9242023323234861,55.18513581616015,0.046000357695253374,71.17743817954332
1C8C.cif,0.8211415096597436,146.16486300884418,0.12923486690419092,28.977067089016835
1C95.cif,0.7085357256650746,161.38667705126647,NaN,26.82645483468498
1CA5.cif,0.7364597306556419,164.99581310489435,0.15865827735270455,28.64848348117585
1CDW.cif,0.7958990946235316,298.26622606488854,0.1414237480094006,38.78834832453457
1CF7.cif,0.9394443321059405,33.24369320178797,0.021485604730382583,51.62436043262876
1CGP.cif,0.8866575870044824,912.1630216364819,0.09944353216985614,93.81990514960975
1CJG.cif,0.8748129106879856,149.50846147833198,0.06268812449957352,70.93407477377917
1CMA.cif,0.8873275764447007,408.31840534409645,0.06408087468421854,37.91388892430538
1CO0.cif,0.8724686459839364,75.62950032268552,0.08287358409097142,64.90343378506333
1COC.cif,0.9380863055601072,65.13027625689475,0.01790454790298961,44.15122263575125
1CP8.cif,0.766744100083519,68.38798437096473,0.12335958205513024,27.245704438354537
